"","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme"
"6707","Soldiers",569,"Dem",4000,5000,4500,4486,"C","Social",3,2,""
"6708","Immigration",575,"Dem",50,50,25,-27.8,"C","Social",3,2,""
"6709","Military",579,"Dem",16,16,13,15,"C","Social",3,2,""
"6710","Military",585,"Dem",25,30,25,15,"C","Social",3,2,""
"6711","Immigration",565,"Dem",30,20,15,-27.8,"C","Social",3,2,""
"6712","Immigration",584,"Dem",8,-10,8,-27.8,"C","Social",3,2,""
"6713","Immigration",582,"Dem",-20,-27,NA,-27.8,"C","Social",3,2,""
"6714","Soldiers",579,"Dem",1200,4000,4500,4486,"C","Social",3,2,""
"6715","Unemployment",584,"Dem",1.1,0.8,1.5,-46,"C","Social",3,2,""
"6716","Soldiers",582,"Dem",63000,25000,5800,4486,"C","Social",3,2,""
"6717","Immigration",571,"Dem",-8,-10,-8,-27.8,"C","Social",3,2,""
"6718","Unemployment",582,"Dem",-15,-5,-6,-46,"C","Social",3,2,""
"6719","Soldiers",589,"Dem",500,1000,1000,4486,"C","Social",3,2,""
"6720","Immigration",566,"Dem",-33,-33,-33,-27.8,"C","Social",3,2,""
"6721","Immigration",581,"Dem",10,10,10,-27.8,"C","Social",3,2,""
"6722","Soldiers",564,"Dem",425,1200,4400,4486,"C","Social",3,2,""
"6723","Military",562,"Dem",60,55,44,15,"C","Social",3,2,""
"6724","Soldiers",562,"Dem",5000,4500,27000,4486,"C","Social",3,2,""
"6725","Military",582,"Dem",83,26,33,15,"C","Social",3,2,""
"6726","Soldiers",585,"Dem",10000,8000,7000,4486,"C","Social",3,2,""
"6727","Soldiers",575,"Dem",5000,14000,6000,4486,"C","Social",3,2,""
"6728","Military",581,"Dem",2,2,2,15,"C","Social",3,2,""
"6729","Immigration",594,"Dem",20,10,5,-27.8,"C","Social",3,2,""
"6730","Unemployment",628,"Dem",-3,-6,-5,-46,"A","Control",1,2,""
"6731","Immigration",628,"Dem",-5,-8,-7,-27.8,"A","Control",1,2,""
"6732","Military",628,"Dem",24,22,23,15,"A","Control",1,2,""
"6733","Soldiers",628,"Dem",750000,8e+05,825000,4486,"A","Control",1,2,""
"6734","Unemployment",661,"Dem",-23,-27,-23,-46,"A","Control",1,2,""
"6735","Immigration",661,"Dem",-10,-8,-8,-27.8,"A","Control",1,2,""
"6736","Military",661,"Dem",14,8,12,15,"A","Control",1,2,""
"6737","Soldiers",661,"Dem",4e+05,450000,450000,4486,"A","Control",1,2,""
"6738","Unemployment",664,"Dem",-4,-5,-5,-46,"A","Control",1,2,""
"6739","Immigration",664,"Dem",3,3,3,-27.8,"A","Control",1,2,""
"6740","Military",664,"Dem",52,52,52,15,"A","Control",1,2,""
"6741","Soldiers",664,"Dem",1e+07,100000090,100009990,4486,"A","Control",1,2,"1-2-3"
"6742","Unemployment",602,"Dem",-1,-1,-1,-46,"A","Control",1,2,""
"6743","Immigration",602,"Dem",-2,-2,-2,-27.8,"A","Control",1,2,""
"6744","Military",602,"Dem",30,30,30,15,"A","Control",1,2,""
"6745","Soldiers",602,"Dem",3000,3000,3000,4486,"A","Control",1,2,""
"6746","Unemployment",603,"Dem",-5,-5,-5,-46,"A","Control",1,2,""
"6747","Immigration",603,"Dem",-10,-10,-10,-27.8,"A","Control",1,2,""
"6748","Military",603,"Dem",27,27,27,15,"A","Control",1,2,""
"6749","Soldiers",603,"Dem",1e+05,2e+05,2e+05,4486,"A","Control",1,2,""
"6750","Unemployment",605,"Dem",50,50,48,-46,"A","Control",1,2,""
"6751","Immigration",605,"Dem",90,95,95,-27.8,"A","Control",1,2,""
"6752","Military",605,"Dem",68,15,15,15,"A","Control",1,2,""
"6753","Soldiers",605,"Dem",4500,4484,4484,4486,"A","Control",1,2,""
"6754","Unemployment",608,"Dem",5,-62,-62,-46,"A","Control",1,2,""
"6755","Immigration",608,"Dem",NA,15,15,-27.8,"A","Control",1,2,""
"6756","Military",608,"Dem",16,16,16,15,"A","Control",1,2,""
"6757","Soldiers",608,"Dem",116277,116277,116277,4486,"A","Control",1,2,""
"6758","Unemployment",616,"Dem",-20,-20,-20,-46,"A","Control",1,2,""
"6759","Immigration",616,"Dem",-10,-10,-10,-27.8,"A","Control",1,2,""
"6760","Military",616,"Dem",60,60,60,15,"A","Control",1,2,""
"6761","Soldiers",616,"Dem",7900,8000,8000,4486,"A","Control",1,2,""
"6762","Unemployment",618,"Dem",8,2,2,-46,"A","Control",1,2,""
"6763","Immigration",618,"Dem",2,2,2,-27.8,"A","Control",1,2,""
"6764","Military",618,"Dem",50,50,5,15,"A","Control",1,2,""
"6765","Soldiers",618,"Dem",3000,3000,3000,4486,"A","Control",1,2,""
"6766","Unemployment",619,"Dem",3,3,3,-46,"A","Control",1,2,""
"6767","Immigration",619,"Dem",15,15,15,-27.8,"A","Control",1,2,""
"6768","Military",619,"Dem",70,70,70,15,"A","Control",1,2,""
"6769","Soldiers",619,"Dem",4500,4500,1500,4486,"A","Control",1,2,""
"6770","Unemployment",620,"Dem",-30,-30,-30,-46,"A","Control",1,2,""
"6771","Immigration",620,"Dem",50,5,50,-27.8,"A","Control",1,2,""
"6772","Military",620,"Dem",25,25,50,15,"A","Control",1,2,""
"6773","Soldiers",620,"Dem",1e+05,1e+05,1e+05,4486,"A","Control",1,2,""
"6774","Unemployment",632,"Dem",-2.5,-2,-2,-46,"A","Control",1,2,""
"6775","Immigration",632,"Dem",-10,-15,-15,-27.8,"A","Control",1,2,""
"6776","Military",632,"Dem",40,40,40,15,"A","Control",1,2,""
"6777","Soldiers",632,"Dem",10000,8500,9000,4486,"A","Control",1,2,""
"6778","Unemployment",634,"Dem",-6,-6,-6,-46,"A","Control",1,2,""
"6779","Immigration",634,"Dem",120,120,120,-27.8,"A","Control",1,2,""
"6780","Military",634,"Dem",25,25,25,15,"A","Control",1,2,""
"6781","Soldiers",634,"Dem",4500,4500,4500,4486,"A","Control",1,2,""
"6782","Unemployment",635,"Dem",12,12,12,-46,"A","Control",1,2,""
"6783","Immigration",635,"Dem",4,4,4,-27.8,"A","Control",1,2,""
"6784","Military",635,"Dem",22,22,22,15,"A","Control",1,2,""
"6785","Soldiers",635,"Dem",455,455,455,4486,"A","Control",1,2,""
"6786","Unemployment",637,"Dem",60,60,60,-46,"A","Control",1,2,""
"6787","Immigration",637,"Dem",22,22,22,-27.8,"A","Control",1,2,""
"6788","Military",637,"Dem",35,55,48,15,"A","Control",1,2,""
"6789","Soldiers",637,"Dem",50000,20000,35000,4486,"A","Control",1,2,""
"6790","Unemployment",638,"Dem",NA,NA,NA,-46,"A","Control",1,2,""
"6791","Immigration",638,"Dem",NA,NA,NA,-27.8,"A","Control",1,2,""
"6792","Military",638,"Dem",NA,NA,NA,15,"A","Control",1,2,""
"6793","Soldiers",638,"Dem",NA,NA,NA,4486,"A","Control",1,2,""
"6794","Unemployment",640,"Dem",-18,-18,-18,-46,"A","Control",1,2,""
"6795","Immigration",640,"Dem",20,20,20,-27.8,"A","Control",1,2,""
"6796","Military",640,"Dem",30,30,30,15,"A","Control",1,2,""
"6797","Soldiers",640,"Dem",15000,12000,12000,4486,"A","Control",1,2,""
"6798","Unemployment",643,"Dem",75,-15,4,-46,"A","Control",1,2,""
"6799","Immigration",643,"Dem",50,-35,49,-27.8,"A","Control",1,2,""
"6800","Military",643,"Dem",70,70,50,15,"A","Control",1,2,""
"6801","Soldiers",643,"Dem",1500,3000,3500,4486,"A","Control",1,2,""
"6802","Unemployment",644,"Dem",-6,-8,-7,-46,"A","Control",1,2,""
"6803","Immigration",644,"Dem",10,-10,-13,-27.8,"A","Control",1,2,""
"6804","Military",644,"Dem",55,50,50,15,"A","Control",1,2,""
"6805","Soldiers",644,"Dem",2000,1500,1800,4486,"A","Control",1,2,""
"6806","Unemployment",645,"Dem",2,2,2,-46,"A","Control",1,2,""
"6807","Immigration",645,"Dem",3,3,3,-27.8,"A","Control",1,2,""
"6808","Military",645,"Dem",35,35,40,15,"A","Control",1,2,""
"6809","Soldiers",645,"Dem",40000,40000,40000,4486,"A","Control",1,2,""
"6810","Unemployment",646,"Dem",-2,-2,-2,-46,"A","Control",1,2,""
"6811","Immigration",646,"Dem",7.1,1,1,-27.8,"A","Control",1,2,""
"6812","Military",646,"Dem",0.5,1,1,15,"A","Control",1,2,""
"6813","Soldiers",646,"Dem",2500,2500,2500,4486,"A","Control",1,2,""
"6814","Unemployment",647,"Dem",-5,-6,-5,-46,"A","Control",1,2,""
"6815","Immigration",647,"Dem",78,1.1,1.1,-27.8,"A","Control",1,2,""
"6816","Military",647,"Dem",67,78,78,15,"A","Control",1,2,""
"6817","Soldiers",647,"Dem",110,1100,1100,4486,"A","Control",1,2,""
"6818","Unemployment",648,"Dem",-3,-5,-4,-46,"A","Control",1,2,""
"6819","Immigration",648,"Dem",20,30,-27,-27.8,"A","Control",1,2,""
"6820","Military",648,"Dem",33,30,31,15,"A","Control",1,2,""
"6821","Soldiers",648,"Dem",1e+05,70000,65000,4486,"A","Control",1,2,""
"6822","Unemployment",649,"Dem",-4,-4,-4,-46,"A","Control",1,2,""
"6823","Immigration",649,"Dem",15,15,15,-27.8,"A","Control",1,2,""
"6824","Military",649,"Dem",4,5,5,15,"A","Control",1,2,""
"6825","Soldiers",649,"Dem",2000,2000,2000,4486,"A","Control",1,2,""
"6826","Unemployment",651,"Dem",-5,-5,-6,-46,"A","Control",1,2,""
"6827","Immigration",651,"Dem",-50,-50,-50,-27.8,"A","Control",1,2,""
"6828","Military",651,"Dem",NA,40,30,15,"A","Control",1,2,""
"6829","Soldiers",651,"Dem",3600,3600,3600,4486,"A","Control",1,2,""
"6830","Unemployment",652,"Dem",3,3,-2,-46,"A","Control",1,2,""
"6831","Immigration",652,"Dem",10,-5,0,-27.8,"A","Control",1,2,""
"6832","Military",652,"Dem",33,30,30,15,"A","Control",1,2,""
"6833","Soldiers",652,"Dem",2000,2000,2000,4486,"A","Control",1,2,""
"6834","Unemployment",653,"Dem",-4,-5,-4,-46,"A","Control",1,2,""
"6835","Immigration",653,"Dem",-1,-1,-1,-27.8,"A","Control",1,2,""
"6836","Military",653,"Dem",25,30,30,15,"A","Control",1,2,""
"6837","Soldiers",653,"Dem",8000,8000,8000,4486,"A","Control",1,2,""
"6838","Unemployment",654,"Dem",-7,-7,-7,-46,"A","Control",1,2,""
"6839","Immigration",654,"Dem",75,67,67,-27.8,"A","Control",1,2,""
"6840","Military",654,"Dem",35,35,35,15,"A","Control",1,2,""
"6841","Soldiers",654,"Dem",5000,5000,5500,4486,"A","Control",1,2,""
"6842","Unemployment",655,"Dem",-2,-3,-3,-46,"A","Control",1,2,""
"6843","Immigration",655,"Dem",-10,-10,-10,-27.8,"A","Control",1,2,""
"6844","Military",655,"Dem",2,15,15,15,"A","Control",1,2,""
"6845","Soldiers",655,"Dem",500,1000,750,4486,"A","Control",1,2,""
"6846","Unemployment",656,"Dem",-9,-9,-8,-46,"A","Control",1,2,""
"6847","Immigration",656,"Dem",0,0,1,-27.8,"A","Control",1,2,""
"6848","Military",656,"Dem",25,25,20,15,"A","Control",1,2,""
"6849","Soldiers",656,"Dem",5000,5000,5000,4486,"A","Control",1,2,""
"6850","Unemployment",657,"Dem",-20,-20,-20,-46,"A","Control",1,2,""
"6851","Immigration",657,"Dem",5,3,3,-27.8,"A","Control",1,2,""
"6852","Military",657,"Dem",32,32,32,15,"A","Control",1,2,""
"6853","Soldiers",657,"Dem",1e+05,1e+05,1e+05,4486,"A","Control",1,2,""
"6854","Unemployment",658,"Dem",5,5,3,-46,"A","Control",1,2,""
"6855","Immigration",658,"Dem",15,-10,10,-27.8,"A","Control",1,2,""
"6856","Military",658,"Dem",NA,NA,40,15,"A","Control",1,2,""
"6857","Soldiers",658,"Dem",3000,3000,3000,4486,"A","Control",1,2,""
"6858","Unemployment",659,"Dem",-25,-50,-33,-46,"A","Control",1,2,""
"6859","Immigration",659,"Dem",2,2.5,2.5,-27.8,"A","Control",1,2,""
"6860","Military",659,"Dem",35,35,33,15,"A","Control",1,2,""
"6861","Soldiers",659,"Dem",180,2000,2500,4486,"A","Control",1,2,""
"6862","Unemployment",660,"Dem",-1.1,-0.9,-0.8,-46,"A","Control",1,2,""
"6863","Immigration",660,"Dem",11,12,12,-27.8,"A","Control",1,2,""
"6864","Military",660,"Dem",12,8,9,15,"A","Control",1,2,""
"6865","Soldiers",660,"Dem",400,420,420,4486,"A","Control",1,2,""
"6866","Unemployment",662,"Dem",-20,-25,-30,-46,"A","Control",1,2,""
"6867","Immigration",662,"Dem",-10,-20,-30,-27.8,"A","Control",1,2,""
"6868","Military",662,"Dem",35,34,33,15,"A","Control",1,2,""
"6869","Soldiers",662,"Dem",2000,1900,2100,4486,"A","Control",1,2,""
"6870","Unemployment",595,"Repub",NA,NA,NA,-46,"A","Control",1,2,""
"6871","Immigration",595,"Repub",NA,NA,NA,-27.8,"A","Control",1,2,""
"6872","Military",595,"Repub",NA,NA,NA,15,"A","Control",1,2,""
"6873","Soldiers",595,"Repub",NA,NA,NA,4486,"A","Control",1,2,""
"6874","Unemployment",606,"Repub",2,2,2,-46,"A","Control",1,2,""
"6875","Immigration",606,"Repub",25,10,10,-27.8,"A","Control",1,2,""
"6876","Military",606,"Repub",25,25,25,15,"A","Control",1,2,""
"6877","Soldiers",606,"Repub",4000,4000,4000,4486,"A","Control",1,2,""
"6878","Unemployment",617,"Repub",50,46,59,-46,"A","Control",1,2,""
"6879","Immigration",617,"Repub",19,88,100,-27.8,"A","Control",1,2,""
"6880","Military",617,"Repub",37,33,30,15,"A","Control",1,2,""
"6881","Soldiers",617,"Repub",5000,6000,5600,4486,"A","Control",1,2,""
"6882","Unemployment",639,"Repub",-2,-4,-4,-46,"A","Control",1,2,""
"6883","Immigration",639,"Repub",-5,-20,-10,-27.8,"A","Control",1,2,""
"6884","Military",639,"Repub",70,75,78,15,"A","Control",1,2,""
"6885","Soldiers",639,"Repub",3000,3200,2800,4486,"A","Control",1,2,""
"6886","Unemployment",650,"Repub",NA,NA,NA,-46,"A","Control",1,2,""
"6887","Immigration",650,"Repub",NA,NA,NA,-27.8,"A","Control",1,2,""
"6888","Military",650,"Repub",NA,NA,NA,15,"A","Control",1,2,""
"6889","Soldiers",650,"Repub",NA,NA,50000,4486,"A","Control",1,2,""
"6890","Unemployment",663,"Repub",-5,-4,-4,-46,"A","Control",1,2,""
"6891","Immigration",663,"Repub",10,15,18,-27.8,"A","Control",1,2,""
"6892","Military",663,"Repub",40,40,45,15,"A","Control",1,2,""
"6893","Soldiers",663,"Repub",3000,3000,3000,4486,"A","Control",1,2,""
"6894","Unemployment",596,"Repub",23,32,12,-46,"A","Control",1,2,""
"6895","Immigration",596,"Repub",16,10,13,-27.8,"A","Control",1,2,""
"6896","Military",596,"Repub",NA,NA,23,15,"A","Control",1,2,""
"6897","Soldiers",596,"Repub",31,21,300,4486,"A","Control",1,2,""
"6898","Unemployment",597,"Repub",-3,-1,-1,-46,"A","Control",1,2,""
"6899","Immigration",597,"Repub",12,10,20,-27.8,"A","Control",1,2,""
"6900","Military",597,"Repub",20,15,15,15,"A","Control",1,2,""
"6901","Soldiers",597,"Repub",1250,750,900,4486,"A","Control",1,2,""
"6902","Unemployment",598,"Repub",30,30,38,-46,"A","Control",1,2,""
"6903","Immigration",598,"Repub",60,-20,-25,-27.8,"A","Control",1,2,""
"6904","Military",598,"Repub",55,50,40,15,"A","Control",1,2,""
"6905","Soldiers",598,"Repub",9800,5000,5000,4486,"A","Control",1,2,""
"6906","Unemployment",599,"Repub",2,3,3,-46,"A","Control",1,2,""
"6907","Immigration",599,"Repub",5,5,5,-27.8,"A","Control",1,2,""
"6908","Military",599,"Repub",30,25,20,15,"A","Control",1,2,""
"6909","Soldiers",599,"Repub",20000,20000,20000,4486,"A","Control",1,2,""
"6910","Unemployment",600,"Repub",-5,-15,15,-46,"A","Control",1,2,""
"6911","Immigration",600,"Repub",10,56,-25,-27.8,"A","Control",1,2,""
"6912","Military",600,"Repub",26,36,30,15,"A","Control",1,2,""
"6913","Soldiers",600,"Repub",5000,2500,1500,4486,"A","Control",1,2,""
"6914","Unemployment",601,"Repub",-2,-2,-2,-46,"A","Control",1,2,""
"6915","Immigration",601,"Repub",10,10,10,-27.8,"A","Control",1,2,""
"6916","Military",601,"Repub",70,70,75,15,"A","Control",1,2,""
"6917","Soldiers",601,"Repub",90,90,90,4486,"A","Control",1,2,""
"6918","Unemployment",604,"Repub",3,2.5,3,-46,"A","Control",1,2,""
"6919","Immigration",604,"Repub",3e+06,3500000,3e+06,-27.8,"A","Control",1,2,"1-2-3"
"6920","Military",604,"Repub",21,21,21,15,"A","Control",1,2,""
"6921","Soldiers",604,"Repub",3000,2500,2900,4486,"A","Control",1,2,""
"6922","Unemployment",607,"Repub",7,7.8,8,-46,"A","Control",1,2,""
"6923","Immigration",607,"Repub",50,NA,47,-27.8,"A","Control",1,2,""
"6924","Military",607,"Repub",70,NA,42,15,"A","Control",1,2,""
"6925","Soldiers",607,"Repub",3000,8000,4000,4486,"A","Control",1,2,""
"6926","Unemployment",609,"Repub",-50,-50,-50,-46,"A","Control",1,2,""
"6927","Immigration",609,"Repub",25,25,25,-27.8,"A","Control",1,2,""
"6928","Military",609,"Repub",40,40,40,15,"A","Control",1,2,""
"6929","Soldiers",609,"Repub",4500,4500,4500,4486,"A","Control",1,2,""
"6930","Unemployment",610,"Repub",NA,NA,NA,-46,"A","Control",1,2,""
"6931","Immigration",610,"Repub",NA,NA,NA,-27.8,"A","Control",1,2,""
"6932","Military",610,"Repub",NA,NA,NA,15,"A","Control",1,2,""
"6933","Soldiers",610,"Repub",NA,NA,NA,4486,"A","Control",1,2,""
"6934","Unemployment",611,"Repub",5,5,5,-46,"A","Control",1,2,""
"6935","Immigration",611,"Repub",20,20,20,-27.8,"A","Control",1,2,""
"6936","Military",611,"Repub",30,30,30,15,"A","Control",1,2,""
"6937","Soldiers",611,"Repub",5000,5000,5000,4486,"A","Control",1,2,""
"6938","Unemployment",612,"Repub",-2,-3,-1,-46,"A","Control",1,2,""
"6939","Immigration",612,"Repub",40,17,30,-27.8,"A","Control",1,2,""
"6940","Military",612,"Repub",70,60,45,15,"A","Control",1,2,""
"6941","Soldiers",612,"Repub",2700,2400,2800,4486,"A","Control",1,2,""
"6942","Unemployment",613,"Repub",3,3,3,-46,"A","Control",1,2,""
"6943","Immigration",613,"Repub",11,-10,-10,-27.8,"A","Control",1,2,""
"6944","Military",613,"Repub",15,13,5,15,"A","Control",1,2,""
"6945","Soldiers",613,"Repub",28,12,400,4486,"A","Control",1,2,""
"6946","Unemployment",614,"Repub",-3,-3,-3,-46,"A","Control",1,2,""
"6947","Immigration",614,"Repub",-45,-20,-40,-27.8,"A","Control",1,2,""
"6948","Military",614,"Repub",15,15,20,15,"A","Control",1,2,""
"6949","Soldiers",614,"Repub",1000,4421,4421,4486,"A","Control",1,2,""
"6950","Unemployment",615,"Repub",-10,-40,-40,-46,"A","Control",1,2,""
"6951","Immigration",615,"Repub",20,30,45,-27.8,"A","Control",1,2,""
"6952","Military",615,"Repub",5,5,8,15,"A","Control",1,2,""
"6953","Soldiers",615,"Repub",6500,5800,5800,4486,"A","Control",1,2,""
"6954","Unemployment",621,"Repub",7,7,7,-46,"A","Control",1,2,""
"6955","Immigration",621,"Repub",-5,-5,-6,-27.8,"A","Control",1,2,""
"6956","Military",621,"Repub",8,10,10,15,"A","Control",1,2,""
"6957","Soldiers",621,"Repub",5000,6000,6000,4486,"A","Control",1,2,""
"6958","Unemployment",622,"Repub",25,2,3,-46,"A","Control",1,2,""
"6959","Immigration",622,"Repub",11,10,12,-27.8,"A","Control",1,2,""
"6960","Military",622,"Repub",50,58,49,15,"A","Control",1,2,""
"6961","Soldiers",622,"Repub",NA,1900,2000,4486,"A","Control",1,2,""
"6962","Unemployment",623,"Repub",4,3.5,3.5,-46,"A","Control",1,2,""
"6963","Immigration",623,"Repub",78,79,77,-27.8,"A","Control",1,2,""
"6964","Military",623,"Repub",40,42,35,15,"A","Control",1,2,""
"6965","Soldiers",623,"Repub",650,450,445,4486,"A","Control",1,2,""
"6966","Unemployment",624,"Repub",30,40,50,-46,"A","Control",1,2,""
"6967","Immigration",624,"Repub",10,30,30,-27.8,"A","Control",1,2,""
"6968","Military",624,"Repub",35,35,35,15,"A","Control",1,2,""
"6969","Soldiers",624,"Repub",250,1000,800,4486,"A","Control",1,2,""
"6970","Unemployment",625,"Repub",8,8,8,-46,"A","Control",1,2,""
"6971","Immigration",625,"Repub",5,15,12,-27.8,"A","Control",1,2,""
"6972","Military",625,"Repub",15,5,20,15,"A","Control",1,2,""
"6973","Soldiers",625,"Repub",6e+05,6e+05,6e+05,4486,"A","Control",1,2,""
"6974","Unemployment",626,"Repub",20,NA,10,-46,"A","Control",1,2,""
"6975","Immigration",626,"Repub",5,50,-13,-27.8,"A","Control",1,2,""
"6976","Military",626,"Repub",NA,30,15,15,"A","Control",1,2,""
"6977","Soldiers",626,"Repub",5000,4400,4000,4486,"A","Control",1,2,""
"6978","Unemployment",627,"Repub",6,6,4,-46,"A","Control",1,2,""
"6979","Immigration",627,"Repub",8,8,8.9,-27.8,"A","Control",1,2,""
"6980","Military",627,"Repub",60,50,55,15,"A","Control",1,2,""
"6981","Soldiers",627,"Repub",250,400,350,4486,"A","Control",1,2,""
"6982","Unemployment",629,"Repub",15,30,40,-46,"A","Control",1,2,""
"6983","Immigration",629,"Repub",20,30,30,-27.8,"A","Control",1,2,""
"6984","Military",629,"Repub",30,3,15,15,"A","Control",1,2,""
"6985","Soldiers",629,"Repub",3000,4500,4500,4486,"A","Control",1,2,""
"6986","Unemployment",630,"Repub",5,10,8,-46,"A","Control",1,2,""
"6987","Immigration",630,"Repub",10,14,6,-27.8,"A","Control",1,2,""
"6988","Military",630,"Repub",10,15,20,15,"A","Control",1,2,""
"6989","Soldiers",630,"Repub",6000,10000,5000,4486,"A","Control",1,2,""
"6990","Unemployment",631,"Repub",-5,-7,-10,-46,"A","Control",1,2,""
"6991","Immigration",631,"Repub",60,55,60,-27.8,"A","Control",1,2,""
"6992","Military",631,"Repub",60,60,60,15,"A","Control",1,2,""
"6993","Soldiers",631,"Repub",500,400,500,4486,"A","Control",1,2,""
"6994","Unemployment",633,"Repub",3,4,3,-46,"A","Control",1,2,""
"6995","Immigration",633,"Repub",4,7,6,-27.8,"A","Control",1,2,""
"6996","Military",633,"Repub",22,24,28,15,"A","Control",1,2,""
"6997","Soldiers",633,"Repub",11000,9500,10500,4486,"A","Control",1,2,""
"6998","Unemployment",636,"Repub",22,20,5,-46,"A","Control",1,2,""
"6999","Immigration",636,"Repub",25,44,38,-27.8,"A","Control",1,2,""
"7000","Military",636,"Repub",12,22,21,15,"A","Control",1,2,""
"7001","Soldiers",636,"Repub",10000,80000,74000,4486,"A","Control",1,2,""
"7002","Unemployment",641,"Repub",76,78,78,-46,"A","Control",1,2,""
"7003","Immigration",641,"Repub",8,7,8,-27.8,"A","Control",1,2,""
"7004","Military",641,"Repub",NA,65,65,15,"A","Control",1,2,""
"7005","Soldiers",641,"Repub",2e+05,2e+05,2e+05,4486,"A","Control",1,2,""
"7006","Unemployment",642,"Repub",-10,-16,-25,-46,"A","Control",1,2,""
"7007","Immigration",642,"Repub",5,10,12,-27.8,"A","Control",1,2,""
"7008","Military",642,"Repub",75,15,17,15,"A","Control",1,2,""
"7009","Soldiers",642,"Repub",75000,80000,85000,4486,"A","Control",1,2,""
"7010","Unemployment",665,"Dem",1,-50,-15,-46,"B","Control",1,2,""
"7011","Immigration",665,"Dem",15,50,55,-27.8,"B","Control",1,2,""
"7012","Military",665,"Dem",5,15,15,15,"B","Control",1,2,""
"7013","Soldiers",665,"Dem",4400,4400,4400,4486,"B","Control",1,2,""
"7014","Unemployment",709,"Dem",-5,-4,-4.5,-46,"B","Control",1,2,""
"7015","Immigration",709,"Dem",4,2,3,-27.8,"B","Control",1,2,""
"7016","Military",709,"Dem",20,30,25,15,"B","Control",1,2,""
"7017","Soldiers",709,"Dem",4400,4500,4480,4486,"B","Control",1,2,""
"7018","Unemployment",667,"Dem",-5,-2,-1.5,-46,"B","Control",1,2,""
"7019","Immigration",667,"Dem",15,20,10,-27.8,"B","Control",1,2,""
"7020","Military",667,"Dem",5,10,5,15,"B","Control",1,2,""
"7021","Soldiers",667,"Dem",5e+06,3500000,3250000,4486,"B","Control",1,2,"1-2-3"
"7022","Unemployment",671,"Dem",4,3,3,-46,"B","Control",1,2,""
"7023","Immigration",671,"Dem",5236,423,90,-27.8,"B","Control",1,2,"1"
"7024","Military",671,"Dem",55,55,55,15,"B","Control",1,2,""
"7025","Soldiers",671,"Dem",159560020,7500020,5002000,4486,"B","Control",1,2,"1-2-3"
"7026","Unemployment",678,"Dem",-18,-20,18,-46,"B","Control",1,2,""
"7027","Immigration",678,"Dem",28,28,30,-27.8,"B","Control",1,2,""
"7028","Military",678,"Dem",33,33,33,15,"B","Control",1,2,""
"7029","Soldiers",678,"Dem",1100,1127,1127,4486,"B","Control",1,2,""
"7030","Unemployment",683,"Dem",NA,NA,NA,-46,"B","Control",1,2,""
"7031","Immigration",683,"Dem",-15,15,15,-27.8,"B","Control",1,2,""
"7032","Military",683,"Dem",4,NA,NA,15,"B","Control",1,2,""
"7033","Soldiers",683,"Dem",NA,NA,NA,4486,"B","Control",1,2,""
"7034","Unemployment",694,"Dem",75,75,55,-46,"B","Control",1,2,""
"7035","Immigration",694,"Dem",75,75,60,-27.8,"B","Control",1,2,""
"7036","Military",694,"Dem",40,40,40,15,"B","Control",1,2,""
"7037","Soldiers",694,"Dem",12000,12000,12000,4486,"B","Control",1,2,""
"7038","Unemployment",697,"Dem",-10,-5,-5,-46,"B","Control",1,2,""
"7039","Immigration",697,"Dem",-25,-10,-10,-27.8,"B","Control",1,2,""
"7040","Military",697,"Dem",30,45,45,15,"B","Control",1,2,""
"7041","Soldiers",697,"Dem",4000,3500,4000,4486,"B","Control",1,2,""
"7042","Unemployment",700,"Dem",-3,-6,-4,-46,"B","Control",1,2,""
"7043","Immigration",700,"Dem",-8,-5,-6,-27.8,"B","Control",1,2,""
"7044","Military",700,"Dem",12,8,10,15,"B","Control",1,2,""
"7045","Soldiers",700,"Dem",150000,275000,175000,4486,"B","Control",1,2,""
"7046","Unemployment",701,"Dem",-1.2,-1,0.5,-46,"B","Control",1,2,""
"7047","Immigration",701,"Dem",2,3.2,3.2,-27.8,"B","Control",1,2,""
"7048","Military",701,"Dem",7.1,7.3,7.2,15,"B","Control",1,2,""
"7049","Soldiers",701,"Dem",12000,13500,12920,4486,"B","Control",1,2,""
"7050","Unemployment",705,"Dem",4,8,6,-46,"B","Control",1,2,""
"7051","Immigration",705,"Dem",-10,1,-2,-27.8,"B","Control",1,2,""
"7052","Military",705,"Dem",45,46,46,15,"B","Control",1,2,""
"7053","Soldiers",705,"Dem",4000,4300,4350,4486,"B","Control",1,2,""
"7054","Unemployment",706,"Dem",-9,-11,1,-46,"B","Control",1,2,""
"7055","Immigration",706,"Dem",15,7,-8,-27.8,"B","Control",1,2,""
"7056","Military",706,"Dem",15,48,48,15,"B","Control",1,2,""
"7057","Soldiers",706,"Dem",3415,350,99,4486,"B","Control",1,2,""
"7058","Unemployment",707,"Dem",20,20,20,-46,"B","Control",1,2,""
"7059","Immigration",707,"Dem",-70,-70,-70,-27.8,"B","Control",1,2,""
"7060","Military",707,"Dem",20,60,50,15,"B","Control",1,2,""
"7061","Soldiers",707,"Dem",1000,1200,1300,4486,"B","Control",1,2,""
"7062","Unemployment",708,"Dem",-8,-8,-10,-46,"B","Control",1,2,""
"7063","Immigration",708,"Dem",-2,-2,2,-27.8,"B","Control",1,2,""
